Security Code,Security Id,Security Name,Status,Group
519216,AJANTSOY,Ajanta Soya Ltd,Active,X 
519218,RANKAQU,Rank Aqua Estates Ltd,Delisted,Z 
519222,INDBF,Indo Biotech Foods Ltd,Delisted,Z 
519224,WILLAMAGOR,Williamson Magor & Company Ltd,Active,B 
519226,ZBISHDM,Bishnauth Tea Company Ltd,Delisted,B 
519228,TEMPTFD,Temptation Foods Ltd,Delisted,XT
519230,KISAAN,Kisaan Parivar Industries Ltd,Active,X 
519232,LIBOMDM,Liberty Oil Mills Ltd,Delisted,B 
519234,SIEL,Superior Industrial Enterprises Ltd,Active,X 
519236,SUPLFOD,Supplementery Foods Ltd,Delisted,Z 
519238,SPTRSHI,Saptarishi Agro Industries Ltd,Active,X 
519242,SRDAPRT,Sarda Proteins Ltd,Active,XT
519244,HMGRFOD,Himgiri Foods Ltd,Delisted,P 
519248,JVLAGRO,JVL Agro Industries Ltd,Delisted,Z 
519252,VSHLLTK,Vishal Lakto (India) Ltd,Delisted,Z 
519254,SWADIND,Swad Industries Leasing Ltd,Delisted,Z 
519260,SANWARIA,Sanwaria Consumer Ltd-$,Active,Z 
519262,PRIMAGR,Prima Agro Ltd,Active,X 
519264,NKUMBDP,Nikumbh Dairy Products Ltd,Delisted,Z 
519266,BENGTEA,BENGTEA,Delisted,Z 
519271,JSMNFOD,Jasmina Industries Ltd,Delisted,Z 
519273,UNOINDL,Unno Industries Ltd,Delisted,Z 
519275,AMISNFD,Amison Foods Ltd,Delisted,P 
519277,RSHBAGR,Rishabh Agro Industries Ltd,Delisted,Z 
519279,MADHURIND,Madhur Industries Ltd,Active,XT
519281,AGRODUTCH,Agro Dutch Industries Ltd,Delisted,Z 
519283,KINGIAQ,Kings International Aqua-Marine Exports Ltd,Delisted,Z 
519285,TARAI,Tarai Foods Ltd,Active,Z 
519287,MODAIRY,Modern Dairies Ltd,Active,X 
519289,PRUSRJG,Prudential Sri Jagannath Agro Ltd,Delisted,Z 
519293,CORBIOT,Coromandal Biotech Industries (India) Ltd,Delisted,Z 
519295,BAMBINO,Bambino Agro Industries Ltd,Active,X 
519299,PRIMIND,Prime Industries Ltd,Active,X 
519303,TROMBOEXT,Trombo Extractions Ltd,Delisted,ZP
519305,SVRNAQU,Suvarna Aqua Farms & Exports Ltd,Delisted,P 
519307,VIKASWSP,Vikas WSP Ltd,Active,Z 
519309,PATELFD,Patel Food Product Ltd,Delisted,Z 
519313,SYPAGFD,SYP Agro Foods Ltd,Delisted,P 
519315,SARVIND,Sarvottam Industries Ltd,Delisted,Z 
519317,BHAGVEG,Bhagyalakshmi Vegetable Products Ltd,Delisted,Z 
519319,JATALIA,Jatalia Global Ventures Ltd,Suspended,Z 
519321,WESTFRT,Western Fruits & Vegetables Ltd,Delisted,Z 
519323,MURLIIND,Murli Industries Ltd-$,Delisted,Z 
519325,PANASAG,Pan Asia Global Ltd,Delisted,Z 
519327,DHARNAG,Dharnendra Agro Foods Industries Ltd,Delisted,P 
519329,INDDAIRDM,Indiana Diary Specialities Ltd,Delisted,Z 
519331,VSFPROJ,VSF Projects Ltd,Active,X 
519333,RLAGRO,RL Agrotech Ltd,Delisted,Z 
519335,MLKPIL,Milk Partners India Ltd,Delisted,Z 
519337,NUTCHAG,Nutech Agros Ltd,Delisted,Z 
519339,KLMARAG,Kalyan Marine & Agro Products Ltd,Delisted,Z 
519341,MRTPLST,Maruti Plastics Ltd,Delisted,Z 
519343,SWAIVAN,Swaika Vanaspati Prod Ltd,Delisted,Z 
519345,AMPRPRO,Ampro Products Ltd,Delisted,Z 
519347,GJTAQFD,Gujarat Aqua Industries Ltd,Delisted,P 
519349,BHAKIND,Bhakra Industries Ltd,Delisted,Z 
519351,GPINDUS,GP Industries Ltd,Delisted,Z 
519353,BANSTEA,Bansisons Tea Industries Ltd,Active,ZP
519355,SHISRAG,Shri Ishar Agro Ltd,Delisted,Z 
519357,TRFJTFD,Tirumala Fujitech Aquafarms Ltd,Delisted,Z 
519359,POONADAL,Poona Dal & Oil Industries Ltd,Active,X 
519365,IDANFDF,Indian Food Fermentations Ltd,Delisted,Z 
519367,TRANSFD,Transglobe Foods Ltd,Active,XT
519369,SOMKAFD,Somkan Marine Foods Ltd,Delisted,Z 
519373,VIMALOIL,Vimal Oil & Foods Ltd-$,Delisted,XT
519375,RMIFOOD,RMI Foods Ltd,Delisted,P 
519379,MEHARDT,Mehar Dairy Industries Ltd,Delisted,Z 
519381,WINFAGR,Winfarm Agro Industries Ltd,Delisted,Z 
519383,ANIKINDS,Anik Industries Ltd,Active,B 
519387,SAWNTFD,Sawant Food Products Ltd,Delisted,P 
519389,IDUSFOD,Indus Foods Ltd,Delisted,Z 
519391,EASTOVR,Eastern Overseas Ltd,Delisted,Z 
519393,DALMIAIN,Dalmia Industries Ltd,Delisted,X 
519395,HARSM,Haryana Suraj Maltings Ltd,Delisted,Z 
519397,SHINDL,Sharat Industries Ltd,Active,X 
519399,CENTPRTDM,Century Proteins Ltd,Delisted,Z 
519401,INDOAQA,Indo Aquatics Ltd,Delisted,Z 
519403,MILKSPL,Milk Specialities Ltd,Suspended,Y 
519405,SANJAG,Sanjivani Agro Industries Ltd,Delisted,P 
519407,UNILIFD,Uniliv Foods Ltd,Delisted,Z 
519411,SURSF,Suryachakra Seafoods Ltd,Delisted,Z 
519413,DATIWARE,Datiware Maritime Infra Ltd,Active,P 
519415,KMGMILK,KMG Milk Food Ltd,Active,P 
519417,MONESHIA,Moneshi Agro Industries Ltd,Delisted,XD
519419,MAYAGRP,Maya Agro Products Ltd,Delisted,P 
519421,KSE,KSE Ltd-$,Active,X 
519428,HERMMLK,Herman Milkfoods Ltd,Delisted,P 
519430,PRAKSOV,Prakash Solvent Extraction Ltd,Delisted,Y 
519433,MAHVIFD,Mahavira Foods Ltd,Delisted,Z 
519435,VAFAGRO,Vafa Agro Ltd,Delisted,Z 
519439,PIONAGR,Pioneer Agro Extracts Ltd,Active,XT
519441,JAIDIND,Jaidka Industries Ltd,Delisted,P 
519443,THAPOIL,Thapar Oils & Fats Ltd,Delisted,Z 
519445,PAWANPR,Pawan Proteins Ltd,Delisted,Z 
519447,PRIMSOL,Prime Solvent Extractions Ltd,Delisted,P 
519449,SHRSHAK,Shree Sakthi Agro Oils Ltd,Delisted,Z 
519451,VADIDAI,Vadilal Dairy International Ltd,Suspended,P 
519455,NARBADA,Narbada Gems and Jewellery Ltd,Active,X 
519457,VIRATCRA,Virat Crane Industries Ltd,Active,X 
519459,CHAKVEG,Chakan Vegoils Ltd,Delisted,P 
519463,IBINFO,IB Infotech Enterprises Ltd,Active,X 
519467,AVIINDSDM,AVI Industries Ltd,Delisted,Z 
519469,RATVA,Rattan Vanaspati Ltd,Delisted,Z 
519471,AMBARPIL,Ambar Protein Industries Ltd,Active,X 
519473,TRILLENT,Trillenium Technologies Ltd,Delisted,X 
519475,CHORDIA,Chordia Food Products Ltd,Active,X 
519477,CIANAGRO,CIAN Agro Industries & Infrastructure Ltd,Active,B 
519479,OMEAG,Omega Ag-Seeds Punjab Ltd,Active,X 
519481,MIHIJAM,Mihijam Vanaspati Ltd,Delisted,X 
519483,TAIIND,TAI Industries Ltd-$,Active,X 
519485,KOHINOORT,Kohinoor Techno Engineers Ltd,Delisted,Z 
519489,SH.ANJY,Shri Anjaney Agro Foods Ltd,Delisted,P 
519491,OCEAGRO,Ocean Agro India Ltd,Delisted,X 
519494,NKIND,NK Industries Ltd,Active,B 
519496,TRATF,Trans Techno Foods Ltd,Delisted,Z 
519498,GLBLFDS,Global Foods Ltd,Delisted,Z 
519500,BKV,BKV Industries Ltd,Active,X 
519504,MAHINDL,Mahadev Industries Ltd,Delisted,Z 
519506,NCCBLUE,NCC Bluewater Products Ltd,Active,P 
519508,GENUINC,Genuine Commodities Dev Company Ltd,Delisted,P 
519510,ANMOLDY,Anmol Dairy Ltd,Delisted,Z 
519512,DRMSY,Dr M Soy & General Food Ltd,Delisted,Z 
519514,RAJSOLV,Rajesh Solvex Ltd,Delisted,P 
519518,ROYCMAR,Royce Marine Products Ltd,Delisted,Z 
519520,INTWATR,International Waterbase Ltd,Delisted,Z 
519526,SAHASAG,Sahas Agro Ltd,Delisted,Z 
519528,NORBTEAEXP,Norben Tea & Exports Ltd,Active,T 
519532,ASIANTNE,Asian Tea & Exports Ltd-$,Active,X 
519534,VISAKAQ,Visakha Aqua Farms Ltd,Delisted,Z 
519536,AGRMARI,Agri Marine Exports Ltd,Delisted,P 
519538,INDOFREB,Indo French Biotech Enterprise Ltd,Delisted,X 
519540,KANAFOD,Kanaiya Foods (India) Ltd,Delisted,Z 
519542,VRUNDAG,Vrundavan Agro Industries Ltd,Delisted,Z 
519546,KENGI,Kengold India Ltd,Suspended,Z 
519548,KJINTFD,KJ International Ltd,Delisted,P 
519550,BUBNMAJ,Bubna Major Bio-Tech Ltd,Delisted,Z 
519552,HERITGFOOD,Heritage Foods Ltd,Active,A 
519554,CONFAGR,Confro Agros Ltd,Delisted,Z 
519558,WESTEFD,Western Foods Ltd,Delisted,Z 
519560,NEHAINT,Neha International Ltd,Delisted,Z 
519562,PASEAFD,PA Seafoods Exports Ltd,Delisted,Z 
519564,ORIEVEG,Orient Vegetexpo Ltd,Delisted,Z 
519566,SIMRAN,Simran Farms Ltd,Active,X 
519570,LAKSHMIO,Lakshmi Overseas Industries Ltd,Suspended,Z 
519572,UNITYAG,Unity Agrotech Industries Ltd,Delisted,Z 
519574,HINDUST,Hindustan Agrigenetics Ltd,Active,X 
519576,INDODFD,Indo-Dutch Proteins Ltd,Delisted,Z 
519578,JAGDAMD,Jagdamba Foods Ltd,Delisted,P 
519580,HANUMAN,Hanuman Tea Company Ltd,Delisted,XD
519582,UNTEDFD-B,Unified Agro Industries India Ltd,Delisted,Z 
519584,GOLDEFD,Golden Agro-Tech Industries Ltd,Delisted,Z 
519586,SMILAX,Smilax Industries Ltd,Delisted,XT
519588,DFM,DFM Foods Ltd,Delisted,B 
519600,CCL,CCL Products (India) Ltd,Active,A 
519602,KELLTONTEC,Kellton Tech Solutions Ltd,Active,B 
519604,SURFI,Suryo Foods & Industries Ltd,Active,XT
519606,INTEGFD,Integrated Proteins Ltd,Active,XT
519608,LILACFD,Lilac Exports Ltd,Delisted,Z 
519610,SUNCITY,Suncity Industries Ltd,Delisted,P 
519612,LAKESHORE,Lake Shore Realty Ltd,Active,XT
520003,VYVRAUT,Vybra Automet Ltd-$,Delisted,Z 
520008,RICOAUTO,Rico Auto Industries Ltd,Active,B 
520021,OMAXAUTO,Omax Autos Ltd,Active,B 
520022,DENSO,Denso India Ltd-$,Delisted,B 
520024,MANSAROVARP,MANSAROVARP,Delisted,Z 
520026,HELLAIND,Hella India Lighting Ltd,Delisted,B 
520043,MUNJALSHOW,Munjal Showa Ltd,Active,B 
520051,JAMNAAUTO,Jamna Auto Industries Ltd,Active,B 
520056,TVSHLTD,TVS Holdings Ltd,Active,A 
520057,JTEKTINDIA,Jtekt India Ltd,Active,B 
520059,MUNJALAU,Munjal Auto Industries Ltd,Active,B 
520061,LAKSHMIAUTO,Lakshmi Auto Components Ltd,Delisted,B 
520064,GKNDRDM,GKN Driveshafts (India) Ltd,Delisted,B 
520066,JAYBARMARU,Jay Bharat Maruti Ltd,Active,B 
520067,RENZTLB-B,Reinz Talbros Ltd,Delisted,P 
520069,NATAUTO,National Auto Accessories Ltd,Delisted,P 
520071,JAPSP,Jai Parabolic Springs Ltd,Delisted,T 
520073,RACLGEAR,RACL Geartech Ltd,Active,B 
520075,SAMKRG,Samkrg Pistons & Rings Ltd-$,Active,X 
520077,AMTEKAUTO,Amtek Auto Ltd-$,Delisted,Z 
520079,INDIASTE,India Steamship Company Ltd,Delisted,B 
520080,SICA,SOU IND CO A,Delisted,Z 
520081,ECSTSTL,Eastcoast Steel Ltd,Active,P 
520086,SICALLOG,Sical Logistics Ltd,Active,T 
520090,SIPNAUT,Sipani Automobiles Ltd,Delisted,Z 
520096,ATOTNSN,Auto Tension Ltd,Delisted,P 
520101,TVSAUTOL,TVS Autolec Ltd,Delisted,B 
520109,ZBAJAJTR,ZBAJAJTR,Delisted,Z 
520111,RATNAMANI,Ratnamani Metals & Tubes Ltd-$,Active,A 
520113,VESUVIUS,Vesuvius India Ltd,Active,A 
520115,BRAKAUT,Brakes Auto India Ltd,Delisted,Z 
520117,SUNKU,Sunku Auto Ltd,Delisted,XD
520119,ASAL,Automotive Stampings and Assemblies Ltd,Active,B 
520121,ARCEEIN,Arcee Industries Ltd,Active,XT
520123,ABCINDQ,ABC India Ltd-$,Active,X 
520125,DESIGNAU,Design Auto Systems Ltd,Delisted,XD
520127,BALTE,Balurghat Technologies Ltd,Active,X 
520131,COARO,Coastal Roadways Ltd,Active,P 
520133,ALANGMR-B,Alang Marine Ltd,Delisted,XT
520139,JAGSONAI,Jagson Airlines Ltd,Delisted,Z 
520141,SIBARAUT,Sibar Auto Parts Ltd,Active,X 
520145,FAIRFIEL,Fairfield Atlas Ltd,Delisted,B 
520147,CRCARRIDM,CRC Carrier Ltd,Delisted,Z 
520149,MAFLU,Mafatlal Lubricants Ltd,Suspended,P 
520151,TRANSWORLD,Transworld Shipping Lines Ltd,Active,B 
520153,INDCASTDM,India Castor Ltd,Delisted,Z 
520155,STARLOG,Starlog Enterprises Ltd,Active,X 
521003,SHVSUIT,Shiva Suitings Ltd,Active,P 
521005,TITANIN,Titan Intech Ltd,Active,XT
521009,NIWASSP,Niwas Spinning Mills Ltd,Suspended,P 
521012,ANANROT,Anant Rotospin Ltd,Delisted,P 
521014,EUROTEXIND,Eurotex Industries and Exports Ltd,Active,T 
521016,ICIL,Indo Count Industries Ltd,Active,A 
521018,MARALOVER,Maral Overseas Ltd,Active,B 
521022,SURYAJYOTI,Suryajyoti Spinning Mills Ltd-$,Delisted,Z 
521024,AMTEXTL,Amethi Textiles Ltd,Delisted,Z 
521026,SHEENA,Sheena Textiles Ltd,Delisted,P 
521028,VEENATX,Veena Textiles Ltd,Delisted,P 
521030,NAKODA,Nakoda Ltd-$,Suspended,Z 
521034,SOMATEX,Soma Textiles & Industries Ltd,Active,T 
521036,SOURCEIND,Source Industries (India) Ltd,Active,XT
521038,TAMJAIM,Tamilnadu Jai Bharath Mills Ltd,Delisted,Z 
521046,VANASTEX,Vanasthali Textile Industries Ltd-$,Delisted,XT
521048,ADVLIFE,Advance Lifestyles Ltd,Active,X 
521052,SALEMTX,Salem Textiles Ltd,Delisted,P 
521054,KAKTEX,Kakatiya Textiles Ltd,Active,X 
521056,CHESLINTEX,Cheslind Textiles Ltd,Delisted,B 
521058,DENIKNI,Denish-Knit Industries Ltd,Delisted,Z 
521062,OCTAVE,Perfect-Octave Media Projects Ltd,Active,XT
521064,TRIDENT,Trident Ltd,Active,A 
521068,HISARSP,Hisar Spinning Mills Ltd,Active,P 
521070,ALOKINDS,Alok Industries Ltd,Active,A 
521072,INTRCRF,Intercraft Ltd,Delisted,P 
521074,KORATEX,Koratla Textiles India Ltd,Delisted,Z 
521076,ASIL,Amit Spinning Industries Ltd,Suspended,T 
521080,PASARI,Pasari Spinning Mills Ltd,Active,X 
521082,CLCIND,CLC Industries Ltd,Active,T 
521086,SAGRAPR,Sagar Apparels Ltd,Delisted,Z 
521088,VNYGCLO,Viniyoga Clothex Ltd,Delisted,Z 
521090,KARNFBR,Karan Fibres & Fabrics Ltd,Delisted,Z 
521092,RAGHUIN,Raghu Industries Ltd,Delisted,Z 
521093,HINCOTX,Hindustan Cotex Exports Ltd,Delisted,Z 
521095,HLNHOSR,H-Lon Hosiery Ltd,Delisted,Z 
521097,AMARJOTHI,Amarjothi Spinning Mills Ltd,Active,X 
521099,EMTEXIND,Emtex Industries India Ltd,Delisted,T 
521103,AMRAPALI,Amrapali Developers India Ltd,Delisted,B 
521105,OLYMPTX,Olympia Industries Ltd,Active,X 
521107,SAJJNT,Sajjan Textiles Mills Ltd,Delisted,P 
521109,NAGREEKEXP,Nagreeka Exports Ltd-$,Active,B 
521111,SALZETX,Salzer Textiles Ltd,Delisted,Z 
521113,SUDTIND-B,Suditi Industries Ltd,Active,X 
521115,PRSMMIL,Prism Mills Ltd,Delisted,Z 
521117,KKRSONS,Kukar Sons Indo-French Exports Ltd,Delisted,Z 
521119,SRIMALI,Sri Malini Spinning Mills Ltd,Delisted,P 
521123,PEARLGLO,Pearl Global Ltd,Delisted,B 
521125,DRIND,DR Industries Ltd,Delisted,P 
521127,KHTRFIB,Khator Fibre & Fabrics Ltd,Suspended,Z 
521129,GUJTEXSP,Gujarat Texspin Ltd,Delisted,XD
521131,SBFL,Shree Bhavya Fabrics Ltd,Active,X 
521133,GEMSPIN,Gem Spinners India Ltd,Active,P 
521135,VJYKMCT,Vijaykumar Mills Ltd,Delisted,P 
521137,EUREKAI,Eureka Industries Ltd,Active,X 
521139,MHGTCXT,Mahaganesh Texpro Ltd,Delisted,P 
521141,ADITYASP,Aditya Spinners Ltd,Active,X 
521145,JERSETXDM,Jersey India Ltd,Delisted,Z 
521147,MILLENNIUM,Millennium Beer Industries Ltd,Delisted,T 
521149,PRIMEURB,Prime Urban Development India Ltd,Active,X 
521151,DHANFAB,Dhanlaxmi Fabrics Ltd,Active,X 
521155,PEGAPPA,Pegasus Apparels Ltd,Delisted,Z 
521159,PERSCAR,Persian Carpet & Textiles Ltd,Delisted,P 
521161,SLSTLQ,Sri Lakshmi Saraswathi Textiles Arni Ltd-$,Active,X 
521163,ZODIACLOTH,Zodiac Clothing Company Ltd,Active,B 
521165,ANACOTS,Anand Cotspin Ltd,Delisted,Z 
521167,MAXGROW,Maxgrow India Ltd,Active,XT
521169,DENIMFS,Denim Fashions Ltd,Delisted,Z 
521172,SSMILLS,SSM Mills Ltd,Delisted,Z 
521174,ARORAFIB,Arora Fibres Ltd,Delisted,XT
521176,GANGOTRI,Gangotri Textiles Ltd,Suspended,Z 
521178,SRMCL,Sri Ramakrishna Mills Coimbatore Ltd-$,Active,X 
521180,SUPERSPIN,Super Spinning Mills Ltd,Active,B 
521182,SEASONF,Seasons Furnishings Ltd,Delisted,Z 
521184,PRECM,Precot Mills Ltd,Delisted,Z 
521188,UNITEDTE,United Textiles Ltd,Active,XT
521190,PANCLTH,Pan Clothing & Conso Company Ltd,Delisted,Z 
521192,NEPCTEX,NEPC Textiles Ltd,Delisted,Z 
521194,SILINV,SIL Investments Ltd,Active,B 
521196,RAVISPN,Ravi Spinning Ltd,Delisted,P 
521200,SURYALAXMI,Suryalakshmi Cotton Mills Ltd,Active,B 
521204,SIDHART,Siddhartha Spinfab Ltd,Delisted,Z 
521206,SAMTEX,Samtex Fashions Ltd-$,Active,X 
521208,ATLANTSP,Atlantic Spinning & Weaving Mills Ltd,Delisted,XD
521210,CITYMAN,Cityman Ltd,Active,X 
521212,BALWTEX,Balwant Textile Mills Ltd,Delisted,Z 
521214,KESARTX,Keshariya Spinners Ltd,Delisted,Z 
521216,DHANROTO,Dhanalaxmi Roto Spinners Ltd,Active,X 
521218,DELIHND,Delight Handicraft Palace Ltd,Delisted,Z 
521220,DAMODARIND,Damodar Industries Ltd-$,Active,B 
521222,SANBLUE,Sanblue Corporation Ltd,Active,X 
521224,KONGATX,Kongarar Textiles Ltd,Delisted,Z 
521226,UNIROYAL,Uniroyal Industries Ltd,Active,X 
521228,TATIAGLOB,Tatia Global Vennture Ltd,Active,X 
521230,GOLDTXT,Goldwon Textiles Ltd,Delisted,P 
521232,SUNILTX,Sunil Industries Ltd,Active,P 
521234,SRINACHA,Sri Nachammai Cotton Mills Ltd-$,Active,X 
521236,SROGNGM,Sri Ganapathy Mills Company Ltd,Delisted,XT
521238,BGDL,Bharat Global Developers Ltd,Active,B 
521240,SAMBANDAM,Sambandam Spinning Mills Ltd-$,Active,X 
521242,KANDAGIRI,Kandagiri Spinning Mills Ltd-$,Active,XT
521244,MKPMOB,MKP Mobility Ltd,Active,X 
521246,PARASPETRO,Paras Petrofils Ltd,Active,B 
521248,KITEX,Kitex Garments Ltd,Active,A 
521250,SRUMATX,Sree Uma Parameswari Mills Ltd,Delisted,Z 
521252,RADHIKAS,Radhika Spinning Mills Ltd,Delisted,XD
522001,CRANEX,Cranex Ltd,Active,X 
522004,BATLIBOI,Batliboi Ltd-$,Active,X 
522005,AUSTENG,Austin Engineering Company Ltd,Active,X 
522014,UNIDT,United Drilling Tools Ltd,Active,B 
522015,VCCLLTD,VCCL Ltd,Delisted,ZP
522017,FLUIDOM,Fluidomat Ltd,Active,X 
522027,EMAINDIA,EMA India Ltd,Active,XT
522029,WINDMACHIN,Windsor Machines Ltd,Active,B 
522034,SHANTIGEAR,Shanthi Gears Ltd,Active,B 
522036,MIVENMACH,Miven Machine Tools Ltd,Active,X 
522041,CNTLVAL,Continental Valve Ltd,Delisted,Z 
522042,SMENER,SM Energy Teknik & Electronics Ltd,Suspended,XT
522045,ATURIAC,Aturia Continental Ltd,Delisted,Z 
522055,BEMCOJK,Bemco Jacks & Allied Prods Ltd,Delisted,Z 
522056,SACHI,Sachs India Ltd,Delisted,P 
522059,INDAGEVIN,Indage Vintners Ltd-$,Delisted,X 
522062,KAVIENGDM,Kaveri Engineering Industries Ltd,Delisted,Z 
522064,HONDAPOWER,Honda India Power Products Ltd,Active,B 
522065,SHRIHON,SHRIHON,Delisted,Z 
522073,HITECHGEAR,The Hi-Tech Gears Ltd,Active,T 
522074,ELGIEQUIP,Elgi Equipments Ltd,Active,A 
522078,ELBSCHF,ELB Schliff (India) Ltd,Delisted,Z 
522080,TERRUZZI,Terruzzi Fercalx India Ltd,Delisted,Z 
522085,STONEIN,Stone India Ltd-$,Delisted,Z 
522091,UVDRHOR,United Van Der Horst Ltd,Active,XT
522093,WELII,Wellman Incandescent India Ltd,Delisted,Z 
522095,INCEN,Incorporated Engineers Ltd,Delisted,P 
522099,ZINDUCIN,Inducon India Ltd,Delisted,P 
522101,KLBRENG-B,Kilburn Engineering Ltd,Active,B 
522103,GRMHCNCDM,Gremach CNC Ltd,Delisted,Z 
522105,BIRLAPREC,Birla Precision Technologies Ltd,Active,X 
522106,VIPCORP,Vipras Corporation Ltd,Delisted,P 
522108,YUKEN,Yuken India Ltd-$,Active,B 
522113,TIMKEN,Timken India Ltd,Active,A 
522114,ALXNXTR,Alexcon Extrusions Ltd,Delisted,Z 
522116,TEXTOOL,Textool Company Ltd,Delisted,B 
522118,ZMEEKTRA,Meekan Transmissions Ltd,Delisted,Z 
522122,VOITHPAPR,Voith Paper Fabrics India Ltd-$,Active,X 
522130,HEATSHRINKT,Heatshrink Technologies Ltd,Delisted,Z 
522132,VIDIANI,Vidiani Engineers Ltd,Delisted,Z 
522134,ARTSON,Artson Ltd,Active,X 
522136,BHAGEENG,Bhagheeratha Engineering Ltd-$,Delisted,X 
522140,PATNIEN,Patni Engineering Ltd,Delisted,Z 
522142,TECHFOR,Techno Forge Ltd,Delisted,Z 
522148,GORDONHE,Gordon Herbert India Ltd,Delisted,XD
522150,ADTYFRG,Aditya Forge Ltd,Suspended,Z 
522152,SOLIMAC,Solitaire Machine Tools Ltd,Active,X 
522153,SOLRSNI,Solarson Industries Ltd,Delisted,Z 
522157,BANKA,Banka India Ltd,Delisted,XD
522163,DIACABS,Diamond Power Infrastructure Ltd-$,Active,B 
522165,INDSILHYD,Indsil Hydro Power and Manganese Ltd-$,Active,X 
522167,FLEXENG,Flex Engineering Ltd,Delisted,B 
522169,SNEHDHR,Snhehadhara Industries Ltd,Delisted,Z 
522171,TMTIND-B1,TMT India Ltd,Active,XT
522173,KRISHNAENG,Krishna Engineering Works Ltd,Delisted,Z 
522175,SVOGL,SVOGL Oil Gas And Energy Ltd-$,Delisted,Z 
522181,PRFASDM,Precision Fasteners Ltd,Delisted,B 
522183,ITL,ITL Industries Ltd-$,Active,X 
522185,TTGINDM,TTG Industries Ltd,Delisted,Z 
522189,KNDENGT,KND Engineering Technologies Ltd,Delisted,P 
522193,BILINDU,BIL Industries Ltd,Delisted,P 
522195,FRONTSP,Frontier Springs Ltd,Active,B 
522199,MONOZYM,Monozyme India Ltd,Delisted,XD
522201,AAKARENG,Aakar Engineering & Manufacturing Company Ltd,Delisted,XD
522203,CHAININ,Chain Impex Ltd,Delisted,P 
522205,PRAJIND,Praj Industries Ltd,Active,A 
522207,RASANDIK,Rasandik Engineering Industries India Ltd-$,Active,X 
522209,YOGISUNG,Yogi Sungwon (India) Ltd,Active,X 
522211,RAJBALL,Rajasthan Ball & Bearings Ltd,Delisted,Z 
522215,HLEGLAS,HLE Glascoat Ltd,Active,B 
522217,GUJAPOLLO,Gujarat Apollo Industries Ltd,Active,B 
522219,HYDFLEXI,Hyderabad Flextech Ltd,Delisted,B 
522221,SRILAEG,Sri Lakshmi Engineering Industries Ltd,Delisted,Z 
522223,MARTELI,Maruti Telstar Industries Ltd,Delisted,P 
522229,TANAA,Taneja Aerospace & Aviation Ltd-$,Active,X 
522231,CONART,Conart Engineers Ltd-$,Active,X 
522233,VHCLINDUS,VHCL Industries Ltd,Delisted,Z 
522235,MINALIND,Minal Industries Ltd,Active,X 
522237,SHIVAGR,Shivagrico Implements Ltd,Active,X 
522241,MMFL,MM Forgings Ltd-$,Active,B 
522243,LAKSRAT,Lakshmiratan Engineering Works Ltd,Delisted,Z 
522245,IYKOTHITE,Iykot Hitech Toolroom Ltd,Active,XT
522249,MAYURUNIQ,Mayur Uniquoters Ltd-$,Active,B 
522251,CENLUB,Cenlub Industries Ltd,Active,X 
522255,FORGBLO,Forge & Blower Industries Ltd,Delisted,Z 
522257,RAJOOENG,Rajoo Engineers Ltd-$,Active,B 
522259,KALINDEE,Kalindee Rail Nirman (Engineers) Ltd-$,Delisted,B 
522261,DOLPHIN,Dolphin Offshore Enterprises (India) Ltd-$,Active,B 
522263,JMCPROJECT,JMC Projects (India) Ltd-$,Delisted,B 
522267,VJLAXMIE,Veejay Lakshmi Engineering Works Ltd-$,Active,X 
522269,COVENSP-B,Coventry Spring & Engineering Company Ltd,Delisted,P 
522271,UNIONBE,Union Bearings India Ltd,Suspended,XT
522273,AHMDSTE,Ahmedabad Steelcraft Ltd,Active,X 
522275,GVTD,GE Vernova T&D India Ltd,Active,A 
522277,SRPIND,SRP Industries Ltd,Delisted,Z 
522279,SATELENG,Satellite Engineering Ltd,Delisted,Z 
522281,RAMRAT,Ram Ratna Wires Ltd-$,Active,B 
522283,ZBHILENG,Bhilai Engineering Corporation Ltd,Delisted,Y 
522285,JAYNECOIND,Jayaswal Neco Industries Ltd,Active,B 
522287,KPIL,Kalpataru Projects International Ltd,Active,A 
522289,NMSGLOBAL,NMS Resources Global Ltd,Active,X 
522292,CANDOUR,Candour Techtex Ltd,Active,X 
522294,TIGLOB,T & I Global Ltd,Active,X 
522295,CONTROLPR,Control Print Ltd-$,Active,B 
522296,SSFORMT,SS Forgings & Engineering Ltd,Delisted,Z 
522298,MICROMT,Micro Forge India Ltd,Delisted,P 
522650,BEMHY,Bemco Hydraulics Ltd ,Active,X 
523001,PROFDIA,Professional Diamonds Ltd,Delisted,ZY
523007,ANSALBU,Ansal Buildwell Ltd-$,Active,X 
523011,WEIZMANIND,Weizmann Ltd,Active,B 
523019,BNRSEC,BN Rathi Securities Ltd,Active,X 
523021,RISHITECH,Rishi Techtex Ltd,Active,X 
523023,SINCLAIR,Sinclairs Hotels Ltd-$,Active,B 
523025,SAFARI,Safari Industries India Ltd,Active,A 
523028,NUWAREI,Nuware India Ltd,Delisted,Z 
523030,RAJDHNIL,Rajdhani Leasing & Industries Ltd,Delisted,Z 
523031,ADSDIAG,A D S Diagnostics Ltd,Active,Y 
523033,SOUNDCRAFT,Soundcraft Industries Ltd,Delisted,Z 
523035,SARVDIM,Sarveshwari Diamonds & Finance Ltd,Delisted,Z 
