Security Code,Security Id,Security Name,Status,Group
590090,SWAGRO,Swarnajyothi Agrotech & Power Ltd-$,Delisted,XD
590091,TRINETHRA,Trinethra Infra Ventures Ltd-$,Delisted,XT
590093,TRIMURTHI1,Trimurthi Drugs & Pharmaceuticals Ltd-$,Delisted,B 
590094,FARMAXIND,Farmax India Ltd-$,Delisted,T 
590102,UTISUNDER,UTI Mutual Fund - S&P CNX Nifty UTI Notional DEpository Receipt (SUNDER),Delisted,B 
590103,NIFTYBEES,Nippon India ETF Nifty 50 BeES,Active,B 
590104,JUNIORBEES,Nippon India ETF Nifty Next 50 Junior BeES,Active,B 
590106,BANKBEES,Nippon India ETF Nifty Bank BeES,Active,B 
590107,PSUBANK,Kotak Nifty PSU Bank ETF,Active,B 
590108,PSUBNKBEES,Nippon India ETF Nifty PSU Bank BeES,Active,B 
590109,SHARIABEES,Nippon India ETF Nifty 50 Shariah BeES,Active,B 
590110,QNIFTY,Quantum Nifty 50 ETF,Active,B 
590111,VAISHNAVI,Vaishnavi Gold Ltd-$,Delisted,XT
590112,KOTAKNIFTY2,Kotak Mahindra Mutual Fund - Kotak Nifty ETF,Delisted,B 
590114,TAAZAINT2,Arunjyoti Enterprises Ltd,Delisted,T 
590115,MOM50,Motilal Oswal MOSt Shares M50 ETF,Active,B 
590116,7SEAS,7Seas Technologies Ltd-$,Delisted,X 
590117,MAHAVEERINF,Mahaveer       Infoway Ltd-$,Delisted,XD
590118,INFRONICS1,Infronics Systems  Ltd,Delisted,B 
590120,PROVEST,Provestment Services Ltd,Delisted,XD
590121,PILANIINV,Pilani Investment and Industries Corporation Ltd,Delisted,T 
590122,ASHIKACR,Ashika Credit Capital Ltd,Delisted,X 
590123,DENORABBPH,DENORABBPH,Delisted,P 
590124,RUNEECHA,Runeecha Textiles Ltd,Delisted,XT
590126,GRADIENTE,Gradiente Infotainment Ltd,Delisted,XT
590128,SHREETULSI,Shree Tulsi Online.Com Ltd,Delisted,X 
590129,STARDELTA2,Star Delta Transformers Ltd,Delisted,B 
590130,OKANCOTEA,Kanco Tea & Industries Ltd,Delisted,X 
590131,SREEL2,Sreeleathers  Ltd,Delisted,B 
590132,JAYMAHESH,Jay Mahesh Infraventures Ltd,Delisted,XT
590133,GENERA,Genera Agri Corp Ltd,Delisted,XT
590134,MADRASFERT,Madras Fertilizers Ltd,Active,B 
590136,BANKNIFTY1,Kotak Nifty Bank ETF,Active,B 
590137,SETFNIFBK,SBI-ETF NIFTY BANK,Active,B 
590138,SETFNIF50,SBI-ETF NIFTY 50,Active,B 
590139,LIQUID1,Kotak Nifty 1D Rate Liquid ETF,Active,B 
590141,ITBEES,Nippon India ETF Nifty IT,Active,B 
590142,PHARMABEES,Nippon India Nifty Pharma ETF,Active,B 
590144,MID150BEES,Nippon India ETF Nifty Midcap 150,Active,B 
590148,MOSMALL250,MOSMALL250,Active,B 
590149,MOCAPITAL,MOCAPITAL,Active,B 
590150,MOREALTY,MOREALTY,Active,B 
590151,MOMENTUM50,MOMENTUM50,Active,B 
590152,MODEFENCE,MODEFENCE,Active,B 
590153,MONIFTY500,MONIFTY500,Active,B 
700002,$SAKTI52,SAKTHI SUG L,Delisted,B 
700004,PRESYNT,Premier Synthetics Ltd,Suspended,P 
700005,BLBLEND,Blue Blends (India) Ltd,Delisted,Y 
700006,BLBLNDS,Blue Blends India Ltd,Delisted,Y 
700007,SAKSUGL,SAKTH SVGAR,Delisted,B 
700009,STELCORDM,STELCO GUJ,Delisted,B 
700010,SKUMSYN,S. Kumars Nationwide Ltd,Suspended,Y 
700011,ICICICRP,ICICI CRP,Delisted,B 
700012,ICICR,ICICI CRP2,Delisted,B 
700013,SAKSUGR,SHAKTISUGAR,Delisted,B 
700015,BILINDS,BIL Industries Ltd,Delisted,P 
700016,BILINDT,BIL Industries Ltd,Delisted,P 
700017,BLUEBLN,BLUEBLEND,Delisted,B 
700018,BLEBLNI,Blue Blends (India) Ltd,Delisted,Y 
700019,UMSPLST,UMI SPL ST,Delisted,B 
700020,CTRMFGR,CTR MNFR IND,Delisted,B 
700021,ICICORPO,ICICORPORATI,Delisted,B 
700022,ICIPFP2,ICICORPORATE,Delisted,B 
700023,RAJMECH,RAJENDRA MEC,Delisted,B 
700024,MANSCRP,Mansarover Paper & Industries Ltd,Delisted,P 
700025,ICICICRP4,ICICI CRP4DM,Delisted,B 
700027,AAMTOPR,AAMCOL TL PR,Delisted,B 
700028,SKSUGAR,Sakthi Sugars Ltd,Delisted,Y 
700029,ICIP5,ICICI CRP P5,Delisted,B 
700030,ICICPR6,ICICI CRP P6,Delisted,B 
700031,ICICPR7,ICICI CRP P7,Delisted,B 
700032,ICICPR8,ICICI CRP P8,Delisted,B 
700033,ICIP9,ICICI CRP P9,Delisted,B 
700034,ICIPT,ICIC CRP P10,Delisted,B 
700035,ICICRPE,ICIC CRP P11,Delisted,B 
700036,ICICTWL,ICIC CRP P12,Delisted,B 
700037,ICICRTH,ICIC CRP P13,Delisted,B 
700038,ICICRPF,ICIC CRP P14,Delisted,B 
700039,SHBEARI,Shriram Bearings Ltd,Delisted,P 
700040,SAKTSUG,SAKTI SUGARS,Delisted,B 
700041,BINYLTD,BINNYLIMITED,Delisted,B 
700042,MIRCHTECHNO,MIRCH TECHNL,Delisted,B 
700043,SWRUBER,Swastik Rubber Products Ltd,Delisted,P 
700044,SWSTRUB,Swastik Rubber Products Ltd,Delisted,P 
700045,TATACNS,TATACONSTRUS,Delisted,B 
700046,PNYAMCM,PANYAM CEMNT,Delisted,B 
700047,ORENTAB,ORIENT ABRES,Delisted,B 
700048,SWSURFC,Swastik Surfactants Ltd,Delisted,P 
700049,FABWRT,Uniworth Textiles Ltd,Delisted,P 
700050,MAHESWR,MAHESHWARI M,Delisted,B 
700051,MCHFERT,MANGLORCHFRT,Delisted,B 
700052,MCFRTS,MANGLORCHFRT,Delisted,B 
700053,CITRIC,CITRICINDIA,Delisted,B 
700054,JKINVESTODM,J K INVESTO,Delisted,B 
700055,DERCOOL,DERCO COLING,Delisted,B 
700057,KIRTINV,KIRTINVEST,Delisted,B 
700058,NAVBHARDM,NAV BHARAT,Delisted,B 
700059,MEDICRTDM,MEDI CORPTEK,Delisted,B 
700060,APARI,APAR IND,Delisted,B 
700061,SKSYNFB,S. Kumars Nationwide Ltd,Delisted,Y 
700062,SKSNFAB,S. Kumars Nationwide Ltd,Suspended,Y 
700063,SKUMSNB,S. Kumars Nationwide Ltd,Delisted,Y 
700064,SKUMARF,S. Kumars Nationwide Ltd,Delisted,Y 
700065,SKUMSYF,S. Kumars Nationwide Ltd,Delisted,Y 
700066,SRIMSPG,Sri Malini Spinning Mills Ltd,Delisted,P 
700067,MANTHCO,MANTRI HOUSI,Delisted,B 
700068,MANTRHS,MANTRI HOUSI,Delisted,B 
700069,GRESCDM,GREAT EASCOL,Delisted,B 
700070,GRAESDM,GREAT EASTCO,Delisted,B 
700071,GESPCDM,GREAT ESTCOL,Delisted,B 
700072,GRESHDM,GREAT ESIPCO,Delisted,B 
700073,UNIABEX,UNI ABEX ALO,Delisted,B 
700074,KDLBIOL,KDL BIOTECHL,Delisted,B 
700075,GRATEAC,GREAT ESHCOL,Delisted,B 
700076,GREATESTC,GREAT EASTCL,Delisted,B 
700077,GLENCRPC,GLENMRK CRP,Delisted,B 
700078,MARICOCRP,MARICO INDUS,Delisted,B 
700079,SUNPHCRP,SUN PHARMA,Delisted,B 
700080,ASHOKLEFCRP,ASH LEYL FIN,Delisted,B 
700081,MAHASEAMCRP,MAHARSH SEAM,Delisted,B 
700083,JAYAGCRP,JAYAN AG OG,Delisted,B 
700084,THRPRE,THERMAX,Delisted,B 
700086,UNITEDPHCRP,UNITEDPHOCRP,Delisted,B 
700089,ARROWPS,ARROW PS,Delisted,B 
700090,ESTERCRPS,ESTER CRPS,Delisted,B 
700091,TIMEXPS,Timex Group India Ltd,Delisted,Y 
700092,ASAHIPS,ASAHI CRPD,Delisted,B 
700093,ALOKCRPS,ALOK 10%CRPS,Delisted,B 
700094,NICHOLASPS,NICHOLAS CRP,Delisted,B 
700095,NICHOPS,NICHO CRPS,Delisted,B 
700096,FEROALCRP,FERROALL CRP,Delisted,B 
700097,MERCATORCRP,MERCALIN CRP,Delisted,B 
700098,ESSARSTPS,ESSAR ST PS,Delisted,B 
700100,FACORALLPS,FACOR ALL PS,Delisted,B 
700101,FACORSTEPS,FACOR STE PS,Delisted,B 
700106,MARKSANPS,MARKS PRFSH,Delisted,B 
700114,MASLCRPS,MAHIND CRPS,Delisted,B 
700118,THOMASPSA,THOMS RPSA,Delisted,B 
700123,AMRITBNPS,AMRITBNPS,Delisted,B 
710010,PRUCORPDM,PRUDENTIALSG,Delisted,B 
710012,$SHENTCH,Shentracon Chemicals Ltd,Suspended,P 
710013,$PRECICT,PRECI CONTNR,Delisted,B 
710015,CLFMENT,CLASS FILAME,Delisted,B 
710016,SREINFN,SREI INTERNA,Delisted,B 
710017,SRINFIN,SREI INTERNATIONAL FINANCE,Delisted,B 
710020,SCHLENG,SCHLAFHORST,Delisted,B 
710022,GULOILI,GULF OIL IND,Delisted,B 
710023,PRSYNLT,Parasrampuria Synthetics Ltd,Delisted,P 
710024,CRDFINL,Credential Finance Ltd,Delisted,P 
710025,BALJHOT,Balaji Hotels And Enterprises Ltd,Delisted,P 
710027,SKUMSNF,S. Kumars Nationwide Ltd,Delisted,P 
710028,SKSYNFA,S. Kumars Nationwide Ltd,Delisted,Y 
710031,NAGCCPSDM,NAG AGR CCPS,Delisted,B 
710034,SRAMASM,SH RAM ASMGT,Delisted,B 
710035,MANGALP,MANGALAMCEME,Delisted,B 
710036,TAFINANDM,TATAFINANCE,Delisted,B 
710037,MANTHSG,MANTRI HOUSI,Delisted,B 
710038,KOPDRLT,KDL Biotech Ltd,Delisted,P 
710039,ASLEFDM,ASH LEYL FIN,Delisted,B 
710040,MAHASEADM,MAHARASH SEAM,Delisted,B 
710041,TATFINCDM,TATA FINANCE,Delisted,B 
710042,FLEXOOCPS,FLEXOFILM PS,Delisted,B 
710043,UBROCPS,UNITED BREWE,Delisted,B 
710044,PIDRUGOCPS,PI DRUGS PS,Delisted,B 
710050,NETW18PCCPS,NETW18PCCPS,Delisted,B 
710051,TRENTCCCPSA,TRENTCCCPSA,Delisted,B 
710052,TRENTCCCPSB,TRENTCCCPSB,Delisted,B 
750255,TAINCOR,TATA INV COR,Delisted,R 
750256,SQLSRIN,SQL STAR INT,Delisted,R 
750257,JIKINDU,JIK INDUSTRI,Delisted,R 
750280,HITACHI,HITACHI HOME,Delisted,B 
750281,SANGIR,SANGAM INDIA,Delisted,B 
750282,ALEMBR,ALEMBIC LTD,Delisted,B 
750283,SAINTR,SAINT-GOBAIN,Delisted,B 
750284,DGOLDR,DECCAN GOLD,Delisted,B 
750285,TELDATAR,TEL DATA IN,Delisted,B 
750286,MUKANDR,MUKAND,Delisted,B 
750287,SPICENETR,SPICE NET,Delisted,B 
750309,VARUNSHIPLR,VARUN SHIPNG,Delisted,R 
750310,SCHENHELR,SCHENECTADY,Delisted,R 
750312,NEEMTEKLR,NEEMTEK ORGA,Delisted,R 
750313,DEWANHLR,DEWAN HOU FI,Delisted,R 
750314,KAIRALR,KAIRA CAN CO,Delisted,R 
750315,KTKBAKLR,KARNATAKA B,Delisted,R 
750316,SHALPRDLR,SHALIMARPRD,Delisted,R 
750317,INGVYSYALR,ING VYSYA BK,Delisted,R 
750318,SIRPURLR,SIRPUR PAP,Delisted,R 
750319,SAREGAMALR,SAREGAMA IND,Delisted,R 
750320,SOUTHIRLR,SOUTH IRN ST,Delisted,R 
750321,BALPHLR,BAL PHARMA,Delisted,R 
750322,OUDHLR,OUDHSUGARLR,Delisted,R 
750323,BATALR,BATAINDLR,Delisted,R 
750324,TRENTLR,TRENT LR,Delisted,R 
750325,JMCPROJLR,JMCPROJETCLR,Delisted,R 
750326,ENNOREFOULR,ENNOREFOULR,Delisted,R 
750327,APPAPERLR,APPAPERLR,Delisted,R 
750328,GATILR,GATILR,Delisted,R 
750329,NICPIRMALLR,NICPIRAMALLR,Delisted,R 
750330,GVFILMSLR,GVFILMSLR,Delisted,R 
750331,COMFINTELR,COMFORINTLR,Delisted,R 
750332,TILAKINDLR,TILAKINDLR,Delisted,R 
750333,COLORCHLR,COLORCHIPSLR,Delisted,R 
750334,SIMBALSLR,SIMBALSLR,Delisted,R 
750335,SOBTLR,SOBTLR,Delisted,R 
750336,CENTEXTRLR,CENTEXTRLR,Delisted,R 
750337,SHPRECOATLR,SHPRECOATLR,Delisted,R 
750338,LAKSHMIPRLR,LAKSHMIPRLR,Delisted,R 
750339,APWPRESLR,APWPRESLR,Delisted,R 
750340,HINDALCOLR,HINDALCOLR,Delisted,R 
750341,RAMCOSYSLR,RAMCOSYSLR,Delisted,R 
750342,DOLPHINMELR,DOLPHINMEDLR,Delisted,R 
750343,PRIYADSPLR,PRIYASPINLR,Delisted,R 
750344,PANTARETLR,PANTARETLR,Delisted,R 
750345,CEATLR,CEATLR,Delisted,R 
750346,AGRODUTCLR,AGRODUTCHLR,Delisted,R 
750347,BGWTATOLR,BGWTATOLR,Delisted,R 
750348,UNITWESBKLR,UNITWESBKLR,Delisted,R 
750349,KLBRENGLR,KILBURNENGLR,Delisted,R 
750350,DEEPAKNITLR,DEEPAKNITLR,Delisted,R 
750351,NCLINDLR,NCLINDLR,Delisted,R 
750352,TITANLR,TITANLR,Delisted,R 
750353,DSKULKARLR,DSKULKARLR,Delisted,R 
750355,MOHITINDLR,MOHITINDLR,Delisted,R 
750356,SHBHAWLR,SHBHAWLR,Delisted,R 
750357,GOACARBLR,GOACARBLR,Delisted,R 
750358,CALIFORLR,CALIFORLR,Delisted,R 
750359,KAYCEELR,KAYCEELR,Delisted,R 
750360,DIGVIJAYLR,DIGVIJAYLR,Delisted,R 
750361,VAMAINDLR,Vama Industries Ltd,Delisted,R 
750362,BHGEARSLR,BHGEARSLR,Delisted,R 
750363,HESTERLR,HESTERLR,Delisted,R 
750364,UPPERGANLR,UPPERGANLR,Delisted,R 
750365,HBLNIFELR,HBLNIFELR,Delisted,R 
750366,PONDYOXILR,PONDYOXILR,Delisted,R 
750367,BASAGROLR,BASAGROLR,Delisted,R 
750368,HINDOILEXLR,HINDOILEXLR,Delisted,R 
750369,MORARTEXTLR,MORARTEXTLR,Delisted,R 
750370,GRUHFINLR,GRUHFINLR,Delisted,R 
750371,OCLINDLR,OCLINDLR,Delisted,R 
750372,TTLTDLR,TTLTDLR,Delisted,R 
750373,ITDCEMENLR,ITDCEMENLR,Delisted,R 
750374,GEELTDLR,GEE LIMITED,Delisted,R 
750375,JMCPROLR,JMCPROLR,Delisted,R 
750376,RSSOFTLR,RSSOFTLR,Delisted,R 
750377,SUNSHIELDLR,SUNSHIELDLR,Delisted,R 
750378,TATACOFFELR,TATACOFFELR,Delisted,R 
750379,TATATELELR,TATATELELR,Delisted,R 
750380,BIRLAVXLLR,BIRLAVXLLR,Delisted,R 
750381,SPICELR,SPICELR,Delisted,R 
750382,BAJAJFINLR,BAJAJFINLR,Delisted,R 
750383,BAJFINNCDLR,BAJFINNCDLR,Delisted,R 
750384,ABNUVOLTDLR,ABNUVOLTDLR,Delisted,R 
750385,DUTRONPOLR,DUTRONPOLR,Delisted,R 
750386,KIRLOFERRLR,KIRLOFERRLR,Delisted,R 
750387,ENNOREEQLR,ENNOREEQLR,Delisted,R 
750388,ENNOREWRTLR,ENNOREWRTLR,Delisted,R 
750389,BENGALTEALR,BENGALTEALR,Delisted,R 
750390,LGBALALR,LGBALALR,Delisted,R 
750391,VIMALOILLR,VIMALOILLR,Delisted,R 
750392,UNIPRDCTLR,UNIPRDCTLR,Delisted,R 
750393,ACGLLR,ACGLLR,Delisted,R 
750394,TRENTLTDLR,TRENTLTDLR,Delisted,R 
750395,INFODRIVELR,INFODRIVELR,Delisted,R 
750396,SRINISHIPLR,SRINISHIPLR,Delisted,R 
750397,ORIENTPAPLR,ORIENTPAPLR,Delisted,R 
750398,SHALIMARLR,SHALIMARLR,Delisted,R 
750399,DAGGERFORLR,DAGGERFORLR,Delisted,R 
750400,KANPURPLALR,KANPURPLALR,Delisted,R 
750401,GTLINFRALR,GTLINFRALR,Delisted,R 
750402,FORTISFSLR,FORTISFSLR,Delisted,R 
750403,CHOLAMDBSLR,CHOLAMDBSLR,Delisted,R 
750404,ORBITEXPOLR,ORBITEXPOLR,Delisted,R 
750405,FEDMOGULLR,FEDMOGULLR,Delisted,R 
750406,ITDCEMENTLR,ITDCEMENTLR,Delisted,R 
750407,DICINDIALR,DICINDIALR,Delisted,R 
750408,SAKTHIFINLR,SAKTHIFINLR,Delisted,R 
750409,TATASTLEQLR,TATASTLEQLR,Delisted,R 
750410,TATACCPSLR,TATACCPSLR,Delisted,R 
750411,HINDUSOILLR,HINDUSOILLR,Delisted,R 
750412,FEDERALBKLR,FEDERALBKLR,Delisted,R 
750413,EXIDEINDLR,EXIDEINDLR,Delisted,R 
750414,KHAITANWELR,KHAITANWELR,Delisted,R 
750415,NANDANEXILR,NANDANEXILR,Delisted,R 
750416,UBENGINELR,UBENGINELR,Delisted,R 
750417,STATEBNKLR,STATEBNKLR,Delisted,R 
750418,DLAKSHMILR,DLAKSHMILR,Delisted,R 
750419,MUKESHSTLR,MUKESHSTLR,Delisted,R 
750420,INDHOTEQLR,INDHOTEQLR,Delisted,R 
750421,INDHOTNCDLR,INDHOTNCDLR,Delisted,R 
750422,BODALCHELR,BODALCHELR,Delisted,R 
750423,NETWORK18LR,NETWORK18LR,Delisted,R 
750424,GODREJCONLR,GODREJCONLR,Delisted,R 
750425,VISAGARPOLR,VISAGARPOLR,Delisted,R 
750426,FILMCITYMLR,FILMCITYMLR,Delisted,R 
750427,UNITDBREWLR,UNITDBREWLR,Delisted,R 
750428,CENTURYEXLR,CENTURYEXLR,Delisted,R 
750429,SANGMEDIALR,SANGMEDIALR,Delisted,R 
750430,ENTEGRALR,ENTEGRALR,Delisted,R 
750431,OUDHSUGARLR,OUDHSUGARLR,Delisted,R 
750432,JKTYRELR,JKTYRELR,Delisted,R 
750433,FACTENTLR,FACTENTLR,Delisted,R 
750434,HINDALINDLR,HINDALINDLR,Delisted,R 
750435,DAMODARLR,DAMODARLR,Delisted,R 
750436,TATAMOEQLR,TATAMOEQLR,Delisted,R 
750437,TATAMOAEQLR,TATAMOAEQLR,Delisted,R 
750438,SADHANALR,SADHANALR,Delisted,R 
750439,TATAINVLR,TATAINVLR,Delisted,R 
750440,TAYOROLLSLR,TAYOROLLSLR,Delisted,R 
750441,RESTILELR,RESTILELR,Delisted,R 
750442,UGARSUGARLR,UGARSUGARLR,Delisted,R 
750443,FEDEMOGULLR,FEDEMOGULLR,Delisted,R 
750444,SUMEETINDLR,SUMEETINDLR,Delisted,R 
750445,DISHTVLR,DISHTVLR,Delisted,R 
750446,THOMASCKLR,THOMASCKLR,Delisted,R 
750447,MULTIPLUSLR,MULTIPLUSLR,Delisted,R 
750448,MONEYMATTLR,MONEYMATTLR,Delisted,R 
750449,CHEMPLASTLR,CHEMPLASTLR,Delisted,R 
750450,GANGOTRILR,GANGOTRILR,Delisted,R 
750451,ALOKINDLR,ALOKINDLR,Delisted,R 
750452,HIGHENERGLR,HIGHENERGLR,Delisted,R 
750453,SYNCOMFORLR,SYNCOMFORLR,Delisted,R 
750454,NOUVEAULR,NOUVEAULR,Delisted,R 
750455,PIRGLASSLR,PIRGLASSLR,Delisted,R 
750456,JMCLR,JMCLR,Delisted,R 
750457,TINPLATEQLR,TINPLATEQLR,Delisted,R 
750458,TINPLATEFCD,TINPLATEFCD,Delisted,R 
750459,GREENPLYLR,GREENPLYLR,Delisted,R 
750460,PERFECTLR,PERFECTLR,Delisted,R 
750461,TELE18LR,TELE18LR,Delisted,R 
750462,GREYCELLSLR,GREYCELLSLR,Delisted,R 
750463,WIRELR,WIRELR,Delisted,R 
750464,FORTISLR,FORTISLR,Delisted,R 
750465,MORARJEELR,MORARJEELR,Delisted,R 
750466,IMPEXLR,IMPEXLR,Delisted,R 
750467,CITYUNIONLR,CITYUNIONLR,Delisted,R 
750468,INFOMEDIALR,INFOMEDIALR,Delisted,R 
750469,RELIGARELR,RELIGARELR,Delisted,R 
750470,JAYSHREELR,JAYSHREELR,Delisted,R 
750471,SWARAJLR,SWARAJLR,Delisted,R 
750472,APPMILLSLR,APPMILLSLR,Delisted,R 
750473,ARIHANTLR,ARIHANTLR,Delisted,R 
750474,IBN18LR,IBN18LR,Delisted,R 
750475,INTELLCAPLR,INTELLCAPLR,Delisted,R 
750476,TULIVEDEVLR,TULIVEDEVLR,Delisted,R 
750477,HINDUJAFOLR,HINDUJAFOLR,Delisted,R 
750478,VIDEOCONLR,VIDEOCONLR,Delisted,R 
750479,ADANIENTLR,ADANIENTLR,Delisted,R 
750480,PREMIERLR,PREMIERLR,Delisted,R 
750481,SUZLONLR,SUZLONLR,Delisted,R 
750482,COMFORTLR,COMFORTLR,Delisted,R 
750483,REIAGROLR,REIAGROLR,Delisted,R 
750484,ECEINDLR,ECEINDLR,Delisted,R 
750485,TRENTRLR,TRENTRLR,Delisted,R 
750486,GULFOILLR,GULFOILLR,Delisted,R 
750487,CAMFINELR,CAMFINELR,Delisted,R 
750488,SADBHAVLR,SADBHAVLR,Delisted,R 
750489,SBMLR,SBMLR,Delisted,R 
750490,ROHITLR,ROHITLR,Delisted,R 
750491,RAMKASHLR,RAMKASHLR,Delisted,R 
750492,MURUDCELR,MURUDCELR,Delisted,R 
750493,JYOTISTLR,JYOTISTLR,Delisted,R 
750494,KMCSHILLR,KMCSHILLR,Delisted,R 
750495,EIHLR,EIHLR,Delisted,R 
750496,KARBANKLR,KARBANKLR,Delisted,R 
750497,ARROWTEXLR,ARROWTEXLR,Delisted,R 
750498,CBILR,CBILR,Delisted,R 
750499,TULSYANLR,TULSYANLR,Delisted,R 
750500,SBBJLR,SBBJLR,Delisted,R 
750501,KRYPTONLR,KRYPTONLR,Delisted,R 
750503,ASALLR,ASALLR,Delisted,R 
750504,BAMPSLLR,BAMPSLLR,Delisted,R 
750505,MUTHTFNLR,MUTHTFNLR,Delisted,R 
750506,ELFORGELR,ELFORGELR,Delisted,R 
750507,JKPPRLR,JKPPRLR,Delisted,R 
750508,ARVINDLR,ARVINDLR,Delisted,R 
750509,VELHOLR,VELHOLR,Delisted,R 
750510,ATULAUTOLR,ATULAUTOLR,Delisted,R 
750511,BAJAJHINDLR,BAJAJHINDLR,Delisted,R 
750512,VELJANDENLR,VELJANDENLR,Delisted,R 
750513,FAMEINDIALR,FAMEINDIALR,Delisted,R 
750514,AAREYDRUGLR,AAREYDRUGLR,Delisted,R 
750515,ARCPRLR,ARCPRLR,Delisted,R 
750516,GAYATRIPRLR,GAYATRIPRLR,Delisted,R 
750517,LGBFORGELR,LGBFORGELR,Delisted,R 
750518,NEULANDLR,NEULANDLR,Delisted,R 
750519,ARIHANTSLR,ARIHANTSLR,Delisted,R 
750520,EPCINLR,EPCINLR,Delisted,R 
750521,NATIONALOXY,NATIONAL OXY,Delisted,R 
750522,SUNPARMALR,SUN PARMALR,Delisted,R 
750523,NETWORK18R,NETWORK18LR,Delisted,R 
750524,UTTAMSUGRLR,UTTAMSUGRLR,Delisted,R 
750525,SUDITILR,SUDITILR,Delisted,R 
750526,BAJAJFINSLR,BAJAJFINSLR,Delisted,R 
750527,TV18BRDCSTR,TV18BRDCSTR,Delisted,R 
750528,EIHASSOLR,EIHASSOLR,Delisted,R 
750529,CITYUNIBKLR,CITYUNIBKLR,Delisted,R 
750530,BHUSHANSTLR,BHUSHANSTLR,Delisted,R 
750531,BAJFINANCER,Bajaj Finance Ltd,Delisted,R 
750532,HITACHILR,HITACHILR,Delisted,R 
750533,MEDIAMATLR,MEDIAMATLR,Delisted,R 
750534,ALOKINDSLR,ALOKINDSLR,Delisted,R 
750535,KESORAMLR,Kesoram Industries Ltd,Delisted,R 
750536,DALALSTLR,Dalal Street Investments Ltd,Delisted,R 
750537,RELMEDIALR,Reliance MediaWorks Ltd,Delisted,R 
750538,KOKUYOLR,Kokuyo Camlin Ltd,Delisted,R 
750539,ASAHILR,Asahi India Glass Ltd,Delisted,R 
750540,GODREJPROLR,Godrej Properties Ltd,Delisted,R 
750541,WATERBASELR,Waterbase Ltd,Delisted,R 
750542,UNIPHOSLR,Uniphos Enterprises Ltd,Delisted,R 
750543,COROENGLR,Coromandel Engineering Company Ltd,Delisted,R 
750544,MUKANDLR,Mukand Ltd,Delisted,R 
750545,WHEELSLR,WHEELS INDIA LTD,Delisted,R 
750546,TATAPOWERLR,Tata Power Co Ltd,Delisted,R 
750547,GOLDENGOLR,Golden Goenka Fincorp Ltd,Delisted,R 
750548,EASUNREYRLR,EASUN REYROLLE LTD,Delisted,R 
750549,ECOFRIENDLR,Eco Friendly Food Processing Park Ltd,Delisted,R 
750550,ILFSTNLLR,IL&FS Transportation Networks Ltd,Delisted,R 
750551,RAMCOSYLR,Ramco Systems  Ltd,Delisted,R 
750552,DENISCHEMLR,Denis Chem Lab Ltd,Delisted,R 
750553,INDHOTELLR,Indian Hotels Co Ltd,Delisted,R 
750554,LAKVILBKLR,LAKSHMI VILAS BANK LTD,Delisted,R 
750555,MIRCELELR,Mirc Electronics Ltd,Delisted,R 
750556,NEULABLR,Neuland Laboratories Ltd,Delisted,R 
750557,NCCLTDLR,NCC Ltd,Delisted,R 
750558,ESTBIOLR,Esteem Bio Organic Food Processing Ltd,Delisted,R 
750559,CHANNINELR,Channel Nine Entertainment Ltd,Delisted,R 
750560,FUTURERELR,Future Enterprises Ltd,Delisted,R 
750561,FUTUREDVRLR,Future Enterprises Ltd,Delisted,R 
750562,CANFINHOMLR,Can Fin Homes Ltd,Delisted,R 
750563,STBKOFTRALR,State Bank of Travancore,Delisted,R 
750564,GMRINFRASLR,GMR Infrastructure Ltd,Delisted,R 
750565,ZEEMEDIALR,Zee Media Corporation Ltd,Delisted,R 
750566,TATAMOTORLR,Tata Motors Ltd,Delisted,R 
750567,TATAMODVRLR,Tata Motors Ltd,Delisted,R 
750568,MCKTRCOLDLR,Mack Trading Co Ltd,Delisted,R 
750569,VASCONEQLR,Vascon Engineers Ltd,Delisted,R 
750570,UNICABLR,Universal Cables Ltd.,Delisted,R 
750572,DECNGOLDLR,Deccan Gold Mines Ltd.,Delisted,R 
750573,ILFSTRNLLR,IL&FS Transportation Networks Ltd,Delisted,R 
750574,ASHIMALR,Ashima Ltd,Delisted,R 
750575,JMCPROJEQLR,JMC Projects (india) Ltd,Suspended,R 
750576,BNRATHILR,BNRathi Securities Ltd,Suspended,R 
750577,SPARCLR,Sun Pharma Advanced Research Company Ltd,Suspended,R 
750578,THEINVESTR,Fortune Financial Services (India),Suspended,R 
750579,POLSONLR,Polson Ltd,Suspended,R 
750580,SINTEXLR,Sintex Industries Ltd,Delisted,R 
750581,CRESTLR,CREST VENTURES Ltd,Suspended,R 
750582,KARNATAKALR,Karnataka Bank Ltd,Suspended,R 
750583,CNOVAPETRLR,CIL Nova Petrochemicals Ltd,Suspended,R 
750584,ORIENTPPRLR,Orient Paper & Industries Ltd,Delisted,R 
750585,IPRINGLTDLR,IP Rings Ltd,Suspended,R 
750586,CANBKLR,Canara Bank,Suspended,R 
750587,SOUTHBANKLR,South Indian Bank Ltd,Suspended,R 
750588,ARCHITORGLR,Archit Organosys Ltd,Suspended,R 
750589,VISHALLR,Vishal Fabrics Ltd,Delisted,R 
750590,KINGFALR,Kingfa Science & Technology (India) Ltd,Suspended,R 
750591,MAHLIFELR,Mahindra Lifespace Developers Ltd,Delisted,R 
750592,VSSLLR,Vardhman Special Steels Ltd,Suspended,R 
750593,ZENOTECHLR,Zenotech Laboratories Ltd,Suspended,R 
